,ticker,period,mktcap,tao1,tao2,vol
934,OMC_OMNICOM GROUP INC,1.0,nan,,,normalVol
935,OMX_OFFICEMAX INC NEW,1.0,nan,,,normalVol
936,OMX_OFFICEMAX INC,1.0,nan,,,normalVol
937,OM_OUTBOARD MARINE CORP,1.0,cap2,1335.42164935,2113.36738519,increasingVol
938,ONE_BANC ONE CORP,1.0,nan,229.556483124,463.474015591,increasingVol
939,ONE_BANK ONE CORP,1.0,nan,,,normalVol
940,ORCL_ORACLE CORP,1.0,nan,,,normalVol
941,ORLY_O REILLY AUTOMOTIVE INC NEW,1.0,nan,,,normalVol
942,ORLY_O REILLY AUTOMOTIVE INC,1.0,nan,,,normalVol
943,ORX_ORYX ENERGY CO,1.0,nan,,,normalVol
944,OVT_OVERNITE TRANSPORTATION CO,1.0,cap2,1576.91501743,2319.20639442,increasingVol
945,OXY_OCCIDENTAL PETROLEUM CORP,1.0,cap5,1535.67641171,2739.24094675,increasingVol
946,O_REALTY INCOME CORP,1.0,nan,,,normalVol
947,PABT_PABST BREWING CO,1.0,nan,2176.48937107,4141.08512022,increasingVol
948,PALM_PALM INC,1.0,nan,,,normalVol
949,PAS_PEPSIAMERICAS INC NEW,1.0,nan,,,normalVol
950,PAS_PEPSIAMERICAS INC,1.0,nan,,,normalVol
951,PAYX_PAYCHEX INC,1.0,nan,1157.29551194,1665.92969968,increasingVol
952,PBCT_PEOPLES UNITED FINANCIAL INC,1.0,nan,,,normalVol
953,PBD_PEABODY INTERNATIONAL CORP,1.0,cap1,1436.4667882,1605.45617923,normalVol
954,PBG_PEPSI BOTTLING GROUP INC,1.0,nan,,,normalVol
955,PBI_PITNEY BOWES INC,1.0,cap4,1702.48126893,1336.67404382,decreacingVol
956,PBY_PEP BOYS MANNY MOE & JACK,1.0,cap1,1209.77423954,1259.72091156,normalVol
957,PCAR_PACCAR INC,1.0,cap1,407.908687349,993.22185369,increasingVol
958,PCG_P G & E CORP,1.0,nan,,,normalVol
959,PCG_PACIFIC GAS & ELEC CO,1.0,cap5,681.140784638,910.756053152,increasingVol
960,PCH_POTLATCH CORP NEW,1.0,nan,,,normalVol
961,PCH_POTLATCH CORP,1.0,cap2,516.943128732,1256.01771291,increasingVol
962,PCI_PARAMOUNT COMMUNICATIONS INC,1.0,nan,,,normalVol
963,PCLB_PRICE CO,1.0,cap3,1859.69671006,2421.262581,increasingVol
964,PCLN_PRICELINE GROUP INC,1.0,nan,,,normalVol
965,PCL_PLUM CREEK TIMBER CO INC,1.0,nan,,,normalVol
966,PCP_PRECISION CASTPARTS CORP,1.0,nan,,,normalVol
967,PCS_METROPCS COMMUNICATIONS INC,1.0,nan,,,normalVol
968,PCS_SPRINT CORP,1.0,nan,,,normalVol
969,PDCO_PATTERSON COMPANIES INC,1.0,nan,,,normalVol
970,PDG_PLACER DOME INC,1.0,nan,,,normalVol
971,PDQ_PRIME HOSPITALITY CORP,1.0,nan,,,normalVol
972,PD_PHELPS DODGE CORP,1.0,cap2,1983.38162337,2819.6162573,increasingVol
973,PEG_PUBLIC SERVICE ENTERPRISE GP INC,1.0,nan,190.793508623,197.305105635,normalVol
974,PEL_PANENERGY CORP,1.0,nan,,,normalVol
975,PEP_PEPSICO INC,1.0,cap5,2012.0958566,1923.68741022,normalVol
976,PETM_PETSMART INC,1.0,nan,,,normalVol
977,PFE_PFIZER INC,1.0,cap5,1755.74194301,1756.70857062,normalVol
978,PFG_PRINCIPAL FINANCIAL GROUP INC,1.0,nan,,,normalVol
979,PGL_PEOPLES ENERGY CORP,1.0,cap2,875.989427862,1213.70651102,increasingVol
980,PGN_PROGRESS ENERGY INC,1.0,nan,,,normalVol
981,PGR_PROGRESSIVE CORP OH,1.0,nan,,,normalVol
982,PG_PROCTER & GAMBLE CO,1.0,cap5,913.173963567,981.802922,normalVol
983,PHA_PHARMACIA CORP,1.0,nan,,,normalVol
984,PHB_PIONEER HI BRED INTL INC,1.0,nan,,,normalVol
985,PHL_PHILIPS INDUSTRIES INC,1.0,cap1,1767.64701547,1631.27753084,normalVol
986,PHM_PULTE GROUP INC,1.0,nan,,,normalVol
987,PH_PARKER HANNIFIN CORP,1.0,cap3,911.065559979,1213.81588326,increasingVol
988,PKI_PERKINELMER INC,1.0,nan,,,normalVol
989,PLD_PROLOGIS INC,1.0,nan,,,normalVol
990,PLD_PROLOGIS,1.0,nan,,,normalVol
991,PLL_PALL CORP,1.0,cap3,767.866742992,964.572942302,increasingVol
992,PMCS_P M C SIERRA INC,1.0,nan,,,normalVol
993,PMI_PREMARK INTERNATIONAL INC,1.0,nan,118.924037523,99.4236180242,normalVol
994,PM_PHILIP MORRIS INTERNATIONAL INC,1.0,nan,,,normalVol
995,PNC_P N C FINANCIAL SERVICES GRP INC,1.0,nan,,,normalVol
996,PNR_PENTAIR PLC,1.0,nan,,,normalVol
997,PNU_PHARMACIA & UPJOHN INC,1.0,nan,,,normalVol
998,PNW_PINNACLE WEST CAPITAL CORP,1.0,nan,,,normalVol
999,POM_PEPCO HOLDINGS INC,1.0,nan,,,normalVol
1000,PPG_P P G INDUSTRIES INC,1.0,cap5,852.492357261,1078.245225,increasingVol
1001,PPL_P P L CORP,1.0,nan,,,normalVol
1002,PRGO_PERRIGO CO PLC,1.0,nan,,,normalVol
1003,PRGO_PERRIGO CO,1.0,nan,,,normalVol
1004,PRI_PRIMERICA INC,1.0,nan,,,normalVol
1005,PRU_PRUDENTIAL FINANCIAL INC,1.0,nan,,,normalVol
1006,PRX_PUREX INDUSTRIES INC,1.0,nan,222.97917402,375.209908055,increasingVol
1007,PSA_PUBLIC STORAGE INC,1.0,nan,,,normalVol
1008,PSA_PUBLIC STORAGE,1.0,nan,,,normalVol
1009,PSFT_PEOPLESOFT INC,1.0,nan,,,normalVol
1010,PSX_PHILLIPS 66,1.0,nan,,,normalVol
1011,PSY_PILLSBURY COMPANY,1.0,cap4,1742.19660957,1594.48115308,normalVol
1012,PTC_P T C INC,1.0,nan,,,normalVol
1013,PTV_PACTIV CORP,1.0,nan,,,normalVol
1014,PT_PET INC NEW,1.0,nan,,,normalVol
1015,PU_PULLMAN INC,1.0,nan,,,normalVol
1016,PVH_P V H CORP,1.0,nan,,,normalVol
1017,PVN_PROVIDIAN CORP,1.0,nan,,,normalVol
1018,PVN_PROVIDIAN FINANCIAL CORP,1.0,nan,,,normalVol
1019,PVT_PROVIDENT COMPANIES INC,1.0,nan,,,normalVol
1020,PWER_POWER ONE INC,1.0,nan,,,normalVol
1021,PWJ_PAINE WEBBER GROUP INC,1.0,nan,1990.63216237,2803.51901322,increasingVol
1022,PWR_QUANTA SERVICES INC,1.0,nan,,,normalVol
1023,PXD_PIONEER NATURAL RESOURCES CO,1.0,nan,,,normalVol
1024,PX_PRAXAIR INC,1.0,nan,,,normalVol
1025,PYPL_PAYPAL HOLDINGS INC,1.0,nan,,,normalVol
1026,PZE_PENNZENERGY CO,1.0,nan,,,normalVol
1027,QCOM_QUALCOMM INC,1.0,nan,,,normalVol
1028,QCP_QUALITY CARE PROPERTIES INC,1.0,nan,,,normalVol
1029,QEP_Q E P RESOURCES INC,1.0,nan,,,normalVol
1030,QLGC_QLOGIC CORP,1.0,nan,,,normalVol
1031,QRVO_QORVO INC,1.0,nan,,,normalVol
1032,QTRN_QUINTILES TRANSNATIONAL CORP,1.0,nan,,,normalVol
1033,Q_QWEST COMMUNICATIONS INTL INC,1.0,nan,,,normalVol
1034,RAD_RITE AID CORP,1.0,cap3,1057.32779803,1651.7170002,increasingVol
1035,RAI_REYNOLDS AMERICAN INC,1.0,nan,,,normalVol
1036,RAL_RALSTON PURINA CO,1.0,cap5,1751.37554264,1619.15260644,normalVol
1037,RAM_RAMADA INNS INC,1.0,cap1,2530.05535717,3277.32504035,increasingVol
1038,RATL_RATIONAL SOFTWARE CORP,1.0,nan,,,normalVol
1039,RBD_RUBBERMAID INC,1.0,cap3,617.867363401,744.536642527,increasingVol
1040,RBK_REEBOK INTERNATIONAL LTD,1.0,nan,40.5091803899,43.8230873774,normalVol
1041,RCA_R C A CORP,1.0,cap5,2651.25825454,2916.8455219,normalVol
1042,RCC_ROYAL CROWN COS INC,1.0,nan,491.794380317,602.803182481,increasingVol
1043,RCL_ROYAL CARIBBEAN CRUISES LTD,1.0,nan,,,normalVol
1044,RDC_ROWAN COMPANIES PLC,1.0,nan,,,normalVol
1045,RDMN_REDMAN INDUSTRIES INC NEW,1.0,nan,,,normalVol
1046,RD_ROYAL DUTCH PETROLEUM CO,1.0,cap5,1090.93872671,2561.20448495,increasingVol
1047,REGN_REGENERON PHARMACEUTICALS INC,1.0,nan,,,normalVol
1048,REV_REVLON INC,1.0,cap4,1629.74946567,4218.00764552,increasingVol
1049,RF_REGIONS FINANCIAL CORP NEW,1.0,nan,,,normalVol
1050,RF_REGIONS FINANCIAL CORP,1.0,nan,,,normalVol
1051,RHI_ROBERT HALF INTERNATIONAL INC,1.0,nan,,,normalVol
1052,RHT_RED HAT INC,1.0,nan,,,normalVol
1053,RIG_TRANSOCEAN INC NEW,1.0,nan,,,normalVol
1054,RIG_TRANSOCEAN INC,1.0,nan,,,normalVol
1055,RIG_TRANSOCEAN LTD,1.0,nan,,,normalVol
1056,RLGY_REALOGY HOLDINGS CORP,1.0,nan,,,normalVol
1057,RLM_REYNOLDS METALS CO,1.0,cap3,1372.70733657,2122.34354651,increasingVol
1058,RL_RALPH LAUREN CORP,1.0,nan,,,normalVol
1059,RMK_ARAMARK CORP,1.0,nan,,,normalVol
1060,RML_RUSSELL CORP,1.0,cap2,336.83682695,718.733475061,increasingVol
1061,RM_ROLM CORP,1.0,nan,1663.7914102,1876.58212052,normalVol
1062,ROH_ROHM & HAAS CO,1.0,cap4,675.433517455,898.38356322,increasingVol
1063,ROK_ROCKWELL AUTOMATION INC,1.0,nan,,,normalVol
1064,ROP_ROPER CORP,1.0,cap1,1476.08901432,1881.018894,increasingVol
1065,ROP_ROPER TECHNOLOGIES INC,1.0,nan,,,normalVol
1066,ROST_ROSS STORES INC,1.0,nan,634.31588551,872.945330224,increasingVol
1067,RRC_RANGE RESOURCES CORP,1.0,nan,,,normalVol
1068,RRD_DONNELLEY R R & SONS CO,1.0,nan,,,normalVol
1069,RSG_REPUBLIC SERVICES INC,1.0,nan,,,normalVol
1070,RS_REPUBLIC STEEL CORP,1.0,nan,619.05703516,2179.77593116,increasingVol
1071,RTN_RAYTHEON CO,1.0,cap5,1539.32493698,1587.01352163,normalVol
1072,RVB_REVERE COPPER & BRASS INC,1.0,cap1,977.291271854,1590.17461535,increasingVol
1073,RVS_REEVES BROTHERS INC,1.0,nan,122.85230639,93.8706454406,decreacingVol
1074,RXR_REVCO D S INC NEW,1.0,nan,,,normalVol
1075,RYAN_RYANS RESTAURANT GROUP INC,1.0,nan,,,normalVol
1076,RYC_RAYCHEM CORP,1.0,cap3,1352.62355065,2648.41840936,increasingVol
1077,RYI_RYERSON HOLDING CORP,1.0,nan,,,normalVol
1078,RYN_RYAN HOMES INC,1.0,cap1,3223.47918759,4809.48380906,increasingVol
1079,RYR_RYMER FOODS INC,1.0,nan,,,normalVol
1080,R_RYDER SYSTEMS INC,1.0,nan,,,normalVol
1081,R_UNIROYAL INC,1.0,nan,1879.55595526,2632.75001881,increasingVol
1082,SAA_SANDERS ASSOCIATES INC,1.0,cap3,2103.62331311,4005.54543841,increasingVol
1083,SAF_SAFECO CORP,1.0,nan,,,normalVol
1084,SAF_SANTA FE INTERNATIONAL CORP,1.0,nan,,,normalVol
1085,SAI_SUNAMERICA INC,1.0,nan,,,normalVol
1086,SANM_SANMINA CORP,1.0,nan,,,normalVol
1087,SAPE_SAPIENT CORP,1.0,nan,,,normalVol
1088,SBL_SYMBOL TECHNOLOGIES INC,1.0,nan,,,normalVol
1089,SBUX_STARBUCKS CORP,1.0,nan,,,normalVol
1090,SCG_SCANA CORP NEW,1.0,nan,,,normalVol
1091,SCG_SCANA CORP,1.0,nan,429.198927933,549.52848918,increasingVol
1092,SCHW_SCHWAB CHARLES CORP NEW,1.0,nan,,,normalVol
1093,SCI_SERVICE CORP INTERNATIONAL,1.0,nan,,,normalVol
1094,SCI_STORER COMMUNICATIONS INC,1.0,nan,1276.39371165,2329.46791322,increasingVol
1095,SCV_S C A SERVICES INC,1.0,nan,1614.72744828,2030.23332018,increasingVol
1096,SDS_SUNGARD DATA SYSTEMS INC,1.0,nan,,,normalVol
1097,SEBL_SIEBEL SYSTEMS INC,1.0,nan,,,normalVol
1098,SED_SEDCO INC,1.0,nan,849.534208883,1131.71539097,increasingVol
1099,SEE_SEALED AIR CORP NEW,1.0,nan,,,normalVol
1100,SEE_SEALED AIR CORP,1.0,cap1,1787.2026854,1562.64050613,normalVol
1101,SEG_SEAGATE TECHNOLOGY INC,1.0,nan,,,normalVol
1102,SE_7 ELEVEN INC,1.0,nan,,,normalVol
1103,SE_SPECTRA ENERGY CORP,1.0,nan,,,normalVol
1104,SFA_SCIENTIFIC ATLANTA INC,1.0,cap1,2635.12550542,2210.8045116,normalVol
1105,SFF_SANTA FE INDS INC,1.0,nan,525.975652329,489.809250744,normalVol
1106,SFN_S F N COMPANIES INC,1.0,nan,680.020456165,977.570187812,increasingVol
1107,SFS_SANTA FE SNYDER CORP,1.0,nan,,,normalVol
1108,SFX_SANTA FE PAC CORP,1.0,nan,,,normalVol
1109,SGIB_SLATTERY GROUP INC,1.0,nan,,,normalVol
1110,SGIC_SILICON GRAPHICS INC,1.0,nan,160.814647605,67.825181841,decreacingVol
1111,SGI_SILICON GRAPHICS INC,1.0,nan,,,normalVol
1112,SGI_SLATTERY GROUP INC,1.0,nan,223.292484459,120.035902119,decreacingVol
1113,SGL_SUPERMARKETS GENERAL CORP,1.0,cap2,1501.06949917,1381.87210735,normalVol
1114,SGN_SIGNAL COMPANIES INC,1.0,nan,869.084871083,986.520777634,normalVol
1115,SGP_SCHERING PLOUGH CORP,1.0,cap5,1554.21885497,2338.17869848,increasingVol
1116,SHLD_SEARS HOLDINGS CORP,1.0,nan,,,normalVol
1117,SHN_SHONEYS INC,1.0,nan,,,normalVol
1118,SHON_SHONEYS INC,1.0,cap2,823.671123845,1960.16200161,increasingVol
1119,SHW_SHERWIN WILLIAMS CO,1.0,cap3,1451.91841818,1426.15402674,normalVol
1120,SIAL_SIGMA ALDRICH CORP,1.0,cap1,146.324331352,928.133246632,increasingVol
1121,SIG_SIGNET JEWELERS LTD,1.0,nan,,,normalVol
1122,SII_SMITH INTERNATIONAL INC,1.0,cap2,1960.76258742,2108.00696918,normalVol
1123,SJM_SMUCKER J M CO,1.0,cap1,1064.50778997,732.018303096,decreacingVol
1124,SJO_ST JOE MINERALS CORP,1.0,nan,,,normalVol
1125,SKB_SMITHKLINE BECKMAN CORP,1.0,cap5,1565.67740338,1620.58289321,normalVol
1126,SKY_SKYLINE CORP,1.0,cap1,2094.84710707,1829.58901667,normalVol
1127,SK_SAFETY KLEEN CORP NEW,1.0,nan,,,normalVol
1128,SK_SAFETY KLEEN CORP,1.0,nan,712.955253639,683.202521925,normalVol
1129,SLB_SCHLUMBERGER LTD,1.0,cap5,1014.97931841,1368.43407684,increasingVol
1130,SLG_S L GREEN REALTY CORP,1.0,nan,,,normalVol
1131,SLR_SOLECTRON CORP,1.0,nan,,,normalVol
1132,SLZ_SCHLITZ JOS BREWING CO,1.0,nan,233.950596077,563.496753358,increasingVol
1133,SMI_SPRINGS INDUSTRIES INC,1.0,cap2,550.933038098,725.488458258,increasingVol
1134,SMS_SHARED MEDICAL SYSTEMS CORP,1.0,nan,,,normalVol
1135,SNA_SNAP ON INC,1.0,nan,,,normalVol
1136,SNC_SHAWMUT NATIONAL CORP,1.0,nan,,,normalVol
1137,SNDK_SANDISK CORP,1.0,nan,,,normalVol
1138,SNDT_SUNGARD DATA SYSTEMS INC,1.0,nan,788.13223224,538.598925827,decreacingVol
1139,SNI_SCRIPPS NETWORKS INTERACTIVE INC,1.0,nan,,,normalVol
1140,SNT_SONAT INC,1.0,cap4,958.634547556,1626.22927637,increasingVol
1141,SNV_SYNOVUS FINANCIAL CORP,1.0,nan,,,normalVol
1142,SOC_SUPERIOR OIL CO,1.0,nan,957.654906384,1421.33366301,increasingVol
1143,SOTR_SOUTHTRUST CORP,1.0,cap1,216.09477218,700.532244628,increasingVol
1144,SO_SOUTHERN CO,1.0,cap5,788.016438409,1367.7342659,increasingVol
1145,SPC_SECURITY PACIFIC CORP,1.0,cap4,1134.3688107,1417.50894859,increasingVol
1146,SPC_ST PAUL COS INC,1.0,nan,,,normalVol
1147,SPGI_S & P GLOBAL INC,1.0,nan,,,normalVol
1148,SPG_SIMON PROPERTY GROUP INC NEW,1.0,nan,,,normalVol
1149,SPG_SIMON PROPERTY GROUP INC,1.0,nan,,,normalVol
1150,SPLS_STAPLES INC,1.0,nan,,,normalVol
1151,SPP_SCOTT PAPER CO,1.0,cap4,1127.45298095,1591.0893045,increasingVol
1152,SPW_S P X CORP,1.0,nan,,,normalVol
1153,SPXC_S P X CORP,1.0,nan,,,normalVol
1154,SQB_SQUIBB CORP,1.0,cap5,1585.49910198,1809.14916513,normalVol
1155,SQD_SQUARE D CO,1.0,cap3,1059.20059755,1335.2954521,increasingVol
1156,SRCL_STERICYCLE INC,1.0,nan,,,normalVol
1157,SRD_STANDARD OIL CO OH,1.0,nan,254.210262875,157.312784026,decreacingVol
1158,SRE_SEMPRA ENERGY,1.0,nan,,,normalVol
1159,SRL_SEARLE G D & CO,1.0,nan,1386.39323729,2083.17491339,increasingVol
1160,SRR_STRIDE RITE CORP,1.0,cap1,1941.10012201,2132.69817075,normalVol
1161,SRT_ST REGIS CORP,1.0,nan,472.647872731,1746.3558094,increasingVol
1162,SSP_SCRIPPS E W CO,1.0,nan,,,normalVol
1163,STF_STAUFFER CHEMICAL CO,1.0,nan,1012.06987022,1540.03074279,increasingVol
1164,STI_SUNTRUST BANKS INC,1.0,nan,148.919416778,161.497152378,normalVol
1165,STJ_ST JUDE MEDICAL INC,1.0,nan,,,normalVol
1166,STK_STORAGE TECHNOLOGY CORP,1.0,cap2,4306.75279397,3513.7974896,decreacingVol
1167,STO_STONE CONTAINER CORP,1.0,cap2,1206.56637368,1952.8014589,increasingVol
1168,STR_QUESTAR CORP,1.0,nan,618.695755455,446.447587999,decreacingVol
1169,STT_STATE STREET CORP,1.0,nan,,,normalVol
1170,STX_SEAGATE TECHNOLOGY PLC,1.0,nan,,,normalVol
1171,STY_STERLING DRUG INC,1.0,cap4,1825.32755888,2845.66690621,increasingVol
1172,STZ_CONSTELLATION BRANDS INC,1.0,nan,,,normalVol
1173,SUB_SUMMIT BANCORP,1.0,nan,,,normalVol
1174,SUNE_SUNEDISON INC,1.0,nan,,,normalVol
1175,SUN_SUNOCO INC,1.0,nan,,,normalVol
1176,SUO_SHELL OIL CO,1.0,nan,132.46213221,151.404395684,normalVol
1177,SVU_SUPERVALU INC,1.0,nan,,,normalVol
1178,SWKS_SKYWORKS SOLUTIONS INC,1.0,nan,,,normalVol
1179,SWK_STANLEY BLACK & DECKER INC,1.0,nan,,,normalVol
1180,SWN_SOUTHWESTERN ENERGY CO,1.0,cap1,698.503219038,990.659461385,increasingVol
1181,SWY_SAFEWAY INC,1.0,nan,,,normalVol
1182,SXCL_STEEL EXCEL INC,1.0,nan,,,normalVol
1183,SYF_SYNCHRONY FINANCIAL,1.0,nan,,,normalVol
1184,SYK_STRYKER CORP,1.0,nan,,,normalVol
1185,SYMC_SYMANTEC CORP,1.0,nan,,,normalVol
1186,SYN_SYNTEX CORP,1.0,cap4,3223.20043072,2861.76510221,normalVol
1187,SYY_SYSCO CORP,1.0,cap3,1062.79353959,1012.05870924,normalVol
1188,SY_SPERRY CORP,1.0,cap4,2446.45140151,5785.00129496,increasingVol
1189,S_SEARS ROEBUCK & CO,1.0,cap5,928.529464018,1221.05182427,increasingVol
1190,S_SPRINT CORP NEW,1.0,nan,,,normalVol
1191,TAP_MOLSON COORS BREWING CO,1.0,nan,,,normalVol
1192,TA_TRANSAMERICA CORP,1.0,cap4,881.756459436,1250.45545531,increasingVol
1193,TCB_TEXAS COMMERCE BANCSHARES INC,1.0,cap4,954.494976609,2776.69349507,increasingVol
1194,TCOMA_TELE COMMUNICATIONS INC NEW,1.0,nan,,,normalVol
1195,TCOMA_TELE COMMUNICATIONS INC,1.0,cap3,1181.14555628,2769.31822856,increasingVol
1196,TDC_TERADATA CORP DE,1.0,nan,,,normalVol
1197,TDG_TRANSDIGM GROUP INC,1.0,nan,,,normalVol
1198,TDM_TANDEM COMPUTERS INC,1.0,nan,,,normalVol
1199,TEK_TEKTRONIX INC,1.0,cap4,1753.5026417,1939.15427113,normalVol
1200,TEL_T E CONNECTIVITY LTD,1.0,nan,,,normalVol
1201,TEN_TENNECO INC NEW,1.0,nan,,,normalVol
1202,TEN_TENNECO INC,1.0,nan,,,normalVol
1203,TER_TERADYNE INC,1.0,cap2,2695.32867877,2987.21366007,normalVol
1204,TEX_TEREX CORP NEW,1.0,nan,,,normalVol
1205,TE_T E C O ENERGY INC,1.0,cap3,1719.32373183,1569.96031819,normalVol
1206,TFB_TAFT BROADCASTING CO,1.0,cap2,1106.16314979,1929.03265166,increasingVol
1207,TFD_THRIFTY CORP,1.0,cap2,1564.18754465,1461.55442128,normalVol
1208,TF_TWENTIETH CENTURY FOX FILM CORP,1.0,nan,,,normalVol
1209,TGNA_TEGNA INC,1.0,nan,,,normalVol
1210,TGR_TIGER INTERNATIONAL INC,1.0,cap1,2585.40505048,3241.63340753,increasingVol
1211,TGT_TARGET CORP,1.0,nan,,,normalVol
1212,TG_TEXASGULF INC,1.0,nan,,,normalVol
1213,THC_TENET HEALTHCARE CORP,1.0,nan,,,normalVol
1214,THY_TRANSITIONAL HOSPITALS CORP,1.0,nan,,,normalVol
1215,TIC_TRAVELERS CORP,1.0,cap5,1340.81859044,2248.60088807,increasingVol
1216,TIE_TITANIUM METALS CORP,1.0,nan,,,normalVol
1217,TIF_TIFFANY & CO NEW,1.0,nan,,,normalVol
1218,TIN_TEMPLE INLAND INC,1.0,nan,877.478795045,869.349749364,normalVol
1219,TJX_T J X COMPANIES INC NEW,1.0,nan,,,normalVol
1220,TJX_T J X COS INC,1.0,nan,,,normalVol
1221,TKA_TONKA CORP,1.0,cap1,1362.25028215,5786.75197813,increasingVol
1222,TKR_TIMKEN COMPANY,1.0,cap2,536.862695059,794.906948503,increasingVol
1223,TLAB_TELLABS INC,1.0,cap1,1522.02348336,2569.31058373,increasingVol
1224,TMC_TIMES MIRROR CO NEW,1.0,nan,,,normalVol
1225,TMC_TIMES MIRROR CO,1.0,cap5,620.247968812,917.743961277,increasingVol
1226,TMK_TORCHMARK CORP,1.0,cap4,650.770676095,1133.58444745,increasingVol
1227,TMO_THERMO FISHER SCIENTIFIC INC,1.0,nan,,,normalVol
1228,TNB_THOMAS & BETTS CORP,1.0,cap2,751.033401109,847.914752728,normalVol
1229,TOS_TOSCO CORP,1.0,cap1,2668.07113982,2322.70586441,normalVol
1230,TOY_TOYS R US INC,1.0,cap4,1890.3443895,2055.92547433,normalVol
1231,TRA_TRANE COMPANY,1.0,nan,1292.36910467,846.388945292,decreacingVol
1232,TRCO_TRIBUNE MEDIA CO,1.0,nan,,,normalVol
1233,TRIP_TRIPADVISOR INC,1.0,nan,,,normalVol
1234,TROW_T ROWE PRICE GROUP INC,1.0,nan,,,normalVol
1235,TRV_TRAVELERS COMPANIES INC,1.0,nan,,,normalVol
1236,TRW_T R W INC,1.0,cap5,921.079199418,1208.75823118,increasingVol
1237,TSCO_TRACTOR SUPPLY CO NEW,1.0,nan,,,normalVol
1238,TSG_SABRE HOLDINGS CORP,1.0,nan,,,normalVol
1239,TSN_TYSON FOODS INC,1.0,nan,,,normalVol
1240,TSS_TOTAL SYSTEM SERVICES INC,1.0,nan,,,normalVol
1241,TTRR_TRACOR INC NEW,1.0,nan,,,normalVol
1242,TT_TRANE INC,1.0,nan,,,normalVol
1243,TUP_TUPPERWARE BRANDS CORP,1.0,nan,,,normalVol
1244,TWC_TIME WARNER CABLE INC,1.0,nan,,,normalVol
1245,TWX_TIME WARNER INC NEW,1.0,nan,,,normalVol
1246,TWX_TIME WARNER INC,1.0,nan,,,normalVol
1247,TXG_TEXAS GAS RESOURCES CORP,1.0,nan,866.362290227,6.63885608616,decreacingVol
1248,TXN_TEXAS INSTRUMENTS INC,1.0,cap5,4301.89481238,3519.35980509,decreacingVol
1249,TXO_TEXAS OIL & GAS CORP,1.0,cap5,878.467762104,1368.32837319,increasingVol
1250,TXT_TEXTRON INC,1.0,cap4,831.584142403,2376.71523815,increasingVol
1251,TXU_T X U CORP,1.0,nan,,,normalVol
1252,TX_TEXACO INC,1.0,cap5,996.670905416,1807.67580465,increasingVol
1253,TYC_TYCO INTERNATIONAL PLC IRELAND,1.0,nan,,,normalVol
1254,TYM_TYMSHARE INC,1.0,nan,1146.57627933,3159.40098114,increasingVol
1255,T_A T & T CORP,1.0,nan,,,normalVol
1256,T_A T & T INC,1.0,nan,,,normalVol
1257,UAA_UNDER ARMOUR INC,1.0,nan,,,normalVol
1258,UAL_UNITED CONTINENTAL HOLDINGS INC,1.0,nan,,,normalVol
1259,UCC_UNION CAMP CORP,1.0,cap4,909.128246544,1542.7386236,increasingVol
1260,UCL_UNOCAL CORP,1.0,nan,1324.46145281,2031.24515963,increasingVol
1261,UCM_UNICOM CORP HOLDING CO,1.0,nan,,,normalVol
1262,UCT_UNITED CABLE TELEVISION,1.0,cap2,1329.78847932,899.55380773,decreacingVol
1263,UDR_U D R INC,1.0,nan,,,normalVol
1264,UD_UNIDYNAMICS CORP,1.0,nan,286.964060904,1646.06981552,increasingVol
1265,UHS_UNIVERSAL HEALTH SERVICES INC,1.0,nan,,,normalVol
1266,UH_U S HOME CORP,1.0,cap1,2744.58366069,2846.09793711,normalVol
1267,UIS_UNISYS CORP,1.0,nan,154.606196912,107.035934497,decreacingVol
1268,ULTA_ULTA SALON COSMETICS & FRAG INC,1.0,nan,,,normalVol
1269,UMG_MEDIAONE GROUP INC,1.0,nan,,,normalVol
1270,UNH_UNITEDHEALTH GROUP INC,1.0,nan,,,normalVol
1271,UNM_UNUM GROUP,1.0,nan,,,normalVol
1272,UNP_UNION PACIFIC CORP,1.0,cap5,976.285323623,1405.15213372,increasingVol
1273,UN_UNILEVER N V,1.0,cap2,3561.38964999,2362.04857782,decreacingVol
1274,UPC_UNION PLANTERS CORP,1.0,nan,,,normalVol
1275,UPR_UNION PACIFIC RES GROUP INC,1.0,nan,,,normalVol
1276,UPS_UNITED PARCEL SERVICE INC,1.0,nan,,,normalVol
1277,URBN_URBAN OUTFITTERS INC,1.0,nan,,,normalVol
1278,URI_UNITED RENTALS INC,1.0,nan,,,normalVol
1279,USBC_UNITED STATES BANCORP,1.0,cap2,828.332690482,1856.33898761,increasingVol
1280,USB_U S BANCORP DEL,1.0,nan,,,normalVol
1281,USG_U S G CORP,1.0,nan,666.424911675,999.227190062,increasingVol
1282,USHC_UNITED STATES HEALTHCARE INC,1.0,nan,854.516603592,743.887318043,normalVol
1283,USH_USLIFE CORP,1.0,cap2,1226.23712638,1989.05259333,increasingVol
1284,USS_UNITED STATES SURGICAL CORP,1.0,nan,,,normalVol
1285,UST_U S T INC,1.0,nan,,,normalVol
1286,UTX_UNITED TECHNOLOGIES CORP,1.0,cap5,1733.94179387,1879.52188875,normalVol
1287,UVN_UNIVISION COMMUNICATIONS INC,1.0,nan,,,normalVol
1288,U_U S AIRWAYS GROUP INC,1.0,nan,,,normalVol
1289,VAR_VARIAN MEDICAL SYSTEMS INC,1.0,nan,,,normalVol
1290,VAT_VARITY CORP,1.0,nan,95.0263427554,58.5812996269,decreacingVol
